file_name,source_path,athlete_id,technique,condition,trial,sampling_rate_hz,units_position,units_angle,units_force,units_moment,units_power,number_of_points,number_of_frames,duration_s,number_of_derived_variables,subject_ids,subject_prefixes,tarcza_marker_count,analog_used,signal_avail_RFIN,signal_avail_RTOE,signal_avail_LTOE,signal_avail_RANK,signal_avail_LANK,signal_avail_RHEE,signal_avail_LHEE
2017-02-20-B0376-S04-E03-T02.c3d,atletas\B0376\2017-02-20-B0376-S04\2017-02-20-B0376-S04-E03-T02.c3d,B0376,S04,E03,T02,250.0,mm,deg,N,Nmm,W,382,1808,7.232,25,B0377|B0376,B0377|B0376,0,0,True,True,True,True,True,True,True
2017-02-20-B0376-S04-E04-T01.c3d,atletas\B0376\2017-02-20-B0376-S04\2017-02-20-B0376-S04-E04-T01.c3d,B0376,S04,E04,T01,250.0,mm,deg,N,Nmm,W,382,1880,7.52,25,B0376|B0374,B0376|B0374,0,0,True,True,True,True,True,True,True
2017-02-20-B0376-S04-E04-T02.c3d,atletas\B0376\2017-02-20-B0376-S04\2017-02-20-B0376-S04-E04-T02.c3d,B0376,S04,E04,T02,250.0,mm,deg,N,Nmm,W,382,1760,7.04,25,B0376|B0374,B0376|B0374,0,0,True,True,True,True,True,True,True
2017-02-20-B0376-S05-E01-T01.c3d,atletas\B0376\2017-02-20-B0376-S05\2017-02-20-B0376-S05-E01-T01.c3d,B0376,S05,E01,T01,250.0,mm,deg,N,Nmm,W,191,2082,8.328,74,B0376,B0376,0,0,True,True,True,True,True,True,True
2017-02-20-B0376-S05-E01-T02.c3d,atletas\B0376\2017-02-20-B0376-S05\2017-02-20-B0376-S05-E01-T02.c3d,B0376,S05,E01,T02,250.0,mm,deg,N,Nmm,W,191,2044,8.176,74,B0376,B0376,0,0,True,True,True,True,True,True,True
2017-02-20-B0376-S05-E01-T03.c3d,atletas\B0376\2017-02-20-B0376-S05\2017-02-20-B0376-S05-E01-T03.c3d,B0376,S05,E01,T03,250.0,mm,deg,N,Nmm,W,191,2702,10.808,74,B0376,B0376,0,0,True,True,True,True,True,True,True
2017-02-20-B0376-S05-E02-T01.c3d,atletas\B0376\2017-02-20-B0376-S05\2017-02-20-B0376-S05-E02-T01.c3d,B0376,S05,E02,T01,250.0,mm,deg,N,Nmm,W,195,2408,9.632,74,Tarcza|B0376,Tarcza|B0376,4,0,True,True,True,True,True,True,True
2017-02-20-B0376-S05-E02-T02.c3d,atletas\B0376\2017-02-20-B0376-S05\2017-02-20-B0376-S05-E02-T02.c3d,B0376,S05,E02,T02,250.0,mm,deg,N,Nmm,W,195,2537,10.148,74,Tarcza|B0376,Tarcza|B0376,4,0,True,True,True,True,True,True,True
2017-02-20-B0376-S05-E03-T01.c3d,atletas\B0376\2017-02-20-B0376-S05\2017-02-20-B0376-S05-E03-T01.c3d,B0376,S05,E03,T01,250.0,mm,deg,N,Nmm,W,382,2856,11.424,25,B0377|B0376,B0377|B0376,0,0,True,True,True,True,True,True,True
2017-02-20-B0376-S05-E03-T02.c3d,atletas\B0376\2017-02-20-B0376-S05\2017-02-20-B0376-S05-E03-T02.c3d,B0376,S05,E03,T02,250.0,mm,deg,N,Nmm,W,382,2539,10.156,25,B0377|B0376,B0377|B0376,0,0,True,True,True,True,True,True,True
2017-02-20-B0376-S05-E04-T01.c3d,atletas\B0376\2017-02-20-B0376-S05\2017-02-20-B0376-S05-E04-T01.c3d,B0376,S05,E04,T01,250.0,mm,deg,N,Nmm,W,382,2741,10.964,25,B0376|B0374,B0376|B0374,0,0,True,True,True,True,True,True,True
2017-02-20-B0376-S05-E04-T02.c3d,atletas\B0376\2017-02-20-B0376-S05\2017-02-20-B0376-S05-E04-T02.c3d,B0376,S05,E04,T02,250.0,mm,deg,N,Nmm,W,382,2413,9.652,25,B0376|B0374,B0376|B0374,0,0,True,True,True,True,True,True,True
2017-02-20-B0377-S01-E01-T01.c3d,atletas\B0377\2017-02-20-B0377-S01\2017-02-20-B0377-S01-E01-T01.c3d,B0377,S01,E01,T01,250.0,mm,deg,N,Nmm,W,191,1835,7.34,74,B0377,B0377,0,0,True,True,True,True,True,True,True
2017-02-20-B0377-S01-E01-T02.c3d,atletas\B0377\2017-02-20-B0377-S01\2017-02-20-B0377-S01-E01-T02.c3d,B0377,S01,E01,T02,250.0,mm,deg,N,Nmm,W,191,1809,7.236,74,B0377,B0377,0,0,True,True,True,True,True,True,True
2017-02-20-B0377-S01-E02-T01.c3d,atletas\B0377\2017-02-20-B0377-S01\2017-02-20-B0377-S01-E02-T01.c3d,B0377,S01,E02,T01,250.0,mm,deg,N,Nmm,W,195,1941,7.764,74,Tarcza|B0377,Tarcza|B0377,4,0,True,True,True,True,True,True,True
2017-02-20-B0377-S01-E02-T02.c3d,atletas\B0377\2017-02-20-B0377-S01\2017-02-20-B0377-S01-E02-T02.c3d,B0377,S01,E02,T02,250.0,mm,deg,N,Nmm,W,195,2029,8.116,74,Tarcza|B0377,Tarcza|B0377,4,0,True,True,True,True,True,True,True
2017-02-20-B0377-S01-E03-T01.c3d,atletas\B0377\2017-02-20-B0377-S01\2017-02-20-B0377-S01-E03-T01.c3d,B0377,S01,E03,T01,250.0,mm,deg,N,Nmm,W,382,2380,9.52,25,B0378|B0377,B0378|B0377,0,0,True,True,True,True,True,True,True
2017-02-20-B0377-S01-E03-T02.c3d,atletas\B0377\2017-02-20-B0377-S01\2017-02-20-B0377-S01-E03-T02.c3d,B0377,S01,E03,T02,250.0,mm,deg,N,Nmm,W,382,2132,8.528,25,B0378|B0377,B0378|B0377,0,0,True,True,True,True,True,True,True
2017-02-20-B0377-S01-E04-T01.c3d,atletas\B0377\2017-02-20-B0377-S01\2017-02-20-B0377-S01-E04-T01.c3d,B0377,S01,E04,T01,250.0,mm,deg,N,Nmm,W,382,2304,9.216,25,B0377|B0376,B0377|B0376,0,0,True,True,True,True,True,True,True
2017-02-20-B0377-S01-E04-T02.c3d,atletas\B0377\2017-02-20-B0377-S01\2017-02-20-B0377-S01-E04-T02.c3d,B0377,S01,E04,T02,250.0,mm,deg,N,Nmm,W,382,1857,7.428,25,B0377|B0376,B0377|B0376,0,0,True,True,True,True,True,True,True
2017-02-20-B0377-S02-E01-T01.c3d,atletas\B0377\2017-02-20-B0377-S02\2017-02-20-B0377-S02-E01-T01.c3d,B0377,S02,E01,T01,250.0,mm,deg,N,Nmm,W,191,1920,7.68,74,B0377,B0377,0,0,True,True,True,True,True,True,True
2017-02-20-B0377-S02-E01-T02.c3d,atletas\B0377\2017-02-20-B0377-S02\2017-02-20-B0377-S02-E01-T02.c3d,B0377,S02,E01,T02,250.0,mm,deg,N,Nmm,W,191,1812,7.248,74,B0377,B0377,0,0,True,True,True,True,True,True,True
2017-02-20-B0377-S02-E02-T01.c3d,atletas\B0377\2017-02-20-B0377-S02\2017-02-20-B0377-S02-E02-T01.c3d,B0377,S02,E02,T01,250.0,mm,deg,N,Nmm,W,195,1896,7.584,74,Tarcza|B0377,Tarcza|B0377,4,0,True,True,True,True,True,True,True
2017-02-20-B0377-S02-E02-T02.c3d,atletas\B0377\2017-02-20-B0377-S02\2017-02-20-B0377-S02-E02-T02.c3d,B0377,S02,E02,T02,250.0,mm,deg,N,Nmm,W,195,1585,6.34,74,Tarcza|B0377,Tarcza|B0377,4,0,True,True,True,True,True,True,True
2017-02-20-B0377-S02-E03-T01.c3d,atletas\B0377\2017-02-20-B0377-S02\2017-02-20-B0377-S02-E03-T01.c3d,B0377,S02,E03,T01,250.0,mm,deg,N,Nmm,W,382,2308,9.232,25,B0378|B0377,B0378|B0377,0,0,True,True,True,True,True,True,True
2017-02-20-B0377-S02-E03-T02.c3d,atletas\B0377\2017-02-20-B0377-S02\2017-02-20-B0377-S02-E03-T02.c3d,B0377,S02,E03,T02,250.0,mm,deg,N,Nmm,W,382,1872,7.488,25,B0378|B0377,B0378|B0377,0,0,True,True,True,True,True,True,True
2017-02-20-B0377-S02-E04-T01.c3d,atletas\B0377\2017-02-20-B0377-S02\2017-02-20-B0377-S02-E04-T01.c3d,B0377,S02,E04,T01,250.0,mm,deg,N,Nmm,W,382,1876,7.504,25,B0377|B0376,B0377|B0376,0,0,True,True,True,True,True,True,True
2017-02-20-B0377-S03-E01-T01.c3d,atletas\B0377\2017-02-20-B0377-S03\2017-02-20-B0377-S03-E01-T01.c3d,B0377,S03,E01,T01,250.0,mm,deg,N,Nmm,W,191,1805,7.22,74,B0377,B0377,0,0,True,True,True,True,True,True,True
2017-02-20-B0377-S03-E01-T02.c3d,atletas\B0377\2017-02-20-B0377-S03\2017-02-20-B0377-S03-E01-T02.c3d,B0377,S03,E01,T02,250.0,mm,deg,N,Nmm,W,191,1869,7.476,74,B0377,B0377,0,0,True,True,True,True,True,True,True
2017-02-20-B0377-S03-E02-T01.c3d,atletas\B0377\2017-02-20-B0377-S03\2017-02-20-B0377-S03-E02-T01.c3d,B0377,S03,E02,T01,250.0,mm,deg,N,Nmm,W,195,1846,7.384,74,Tarcza|B0377,Tarcza|B0377,4,0,True,True,True,True,True,True,True
2017-02-20-B0377-S03-E02-T02.c3d,atletas\B0377\2017-02-20-B0377-S03\2017-02-20-B0377-S03-E02-T02.c3d,B0377,S03,E02,T02,250.0,mm,deg,N,Nmm,W,195,1643,6.572,74,Tarcza|B0377,Tarcza|B0377,4,0,True,True,True,True,True,True,True
2017-02-20-B0377-S03-E03-T01.c3d,atletas\B0377\2017-02-20-B0377-S03\2017-02-20-B0377-S03-E03-T01.c3d,B0377,S03,E03,T01,250.0,mm,deg,N,Nmm,W,382,2679,10.716,25,B0378|B0377,B0378|B0377,0,0,True,True,True,True,True,True,True
2017-02-20-B0377-S03-E03-T02.c3d,atletas\B0377\2017-02-20-B0377-S03\2017-02-20-B0377-S03-E03-T02.c3d,B0377,S03,E03,T02,250.0,mm,deg,N,Nmm,W,382,2260,9.04,25,B0378|B0377,B0378|B0377,0,0,True,True,True,True,True,True,True
2017-02-20-B0377-S03-E04-T01.c3d,atletas\B0377\2017-02-20-B0377-S03\2017-02-20-B0377-S03-E04-T01.c3d,B0377,S03,E04,T01,250.0,mm,deg,N,Nmm,W,382,3215,12.86,25,B0377|B0376,B0377|B0376,0,0,True,True,True,True,True,True,True
2017-02-20-B0377-S03-E04-T02.c3d,atletas\B0377\2017-02-20-B0377-S03\2017-02-20-B0377-S03-E04-T02.c3d,B0377,S03,E04,T02,250.0,mm,deg,N,Nmm,W,382,1732,6.928,25,B0377|B0376,B0377|B0376,0,0,True,True,True,True,True,True,True
2017-02-20-B0377-S04-E01-T01.c3d,atletas\B0377\2017-02-20-B0377-S04\2017-02-20-B0377-S04-E01-T01.c3d,B0377,S04,E01,T01,250.0,mm,deg,N,Nmm,W,191,1916,7.664,74,B0377,B0377,0,0,True,True,True,True,True,True,True
2017-02-20-B0377-S04-E01-T02.c3d,atletas\B0377\2017-02-20-B0377-S04\2017-02-20-B0377-S04-E01-T02.c3d,B0377,S04,E01,T02,250.0,mm,deg,N,Nmm,W,191,1872,7.488,74,B0377,B0377,0,0,True,True,True,True,True,True,True
2017-02-20-B0377-S04-E02-T01.c3d,atletas\B0377\2017-02-20-B0377-S04\2017-02-20-B0377-S04-E02-T01.c3d,B0377,S04,E02,T01,250.0,mm,deg,N,Nmm,W,195,1880,7.52,74,Tarcza|B0377,Tarcza|B0377,4,0,True,True,True,True,True,True,True
2017-02-20-B0377-S04-E02-T02.c3d,atletas\B0377\2017-02-20-B0377-S04\2017-02-20-B0377-S04-E02-T02.c3d,B0377,S04,E02,T02,250.0,mm,deg,N,Nmm,W,119,1745,6.98,74,Tarcza|B0377,Tarcza|B0377,4,0,True,True,True,True,True,True,True
2017-02-20-B0377-S04-E03-T01.c3d,atletas\B0377\2017-02-20-B0377-S04\2017-02-20-B0377-S04-E03-T01.c3d,B0377,S04,E03,T01,250.0,mm,deg,N,Nmm,W,382,2269,9.076,25,B0378|B0377,B0378|B0377,0,0,True,True,True,True,True,True,True
2017-02-20-B0377-S04-E03-T02.c3d,atletas\B0377\2017-02-20-B0377-S04\2017-02-20-B0377-S04-E03-T02.c3d,B0377,S04,E03,T02,250.0,mm,deg,N,Nmm,W,382,2160,8.64,25,B0378|B0377,B0378|B0377,0,0,True,True,True,True,True,True,True
2017-02-20-B0377-S04-E04-T01.c3d,atletas\B0377\2017-02-20-B0377-S04\2017-02-20-B0377-S04-E04-T01.c3d,B0377,S04,E04,T01,250.0,mm,deg,N,Nmm,W,382,1992,7.968,25,B0377|B0376,B0377|B0376,0,0,True,True,True,True,True,True,True
2017-02-20-B0377-S04-E04-T02.c3d,atletas\B0377\2017-02-20-B0377-S04\2017-02-20-B0377-S04-E04-T02.c3d,B0377,S04,E04,T02,250.0,mm,deg,N,Nmm,W,382,1808,7.232,25,B0377|B0376,B0377|B0376,0,0,True,True,True,True,True,True,True
2017-02-20-B0377-S05-E01-T01.c3d,atletas\B0377\2017-02-20-B0377-S05\2017-02-20-B0377-S05-E01-T01.c3d,B0377,S05,E01,T01,250.0,mm,deg,N,Nmm,W,191,2636,10.544,74,B0377,B0377,0,0,True,True,True,True,True,True,True
2017-02-20-B0377-S05-E01-T02.c3d,atletas\B0377\2017-02-20-B0377-S05\2017-02-20-B0377-S05-E01-T02.c3d,B0377,S05,E01,T02,250.0,mm,deg,N,Nmm,W,191,2262,9.048,74,B0377,B0377,0,0,True,True,True,True,True,True,True
2017-02-20-B0377-S05-E02-T01.c3d,atletas\B0377\2017-02-20-B0377-S05\2017-02-20-B0377-S05-E02-T01.c3d,B0377,S05,E02,T01,250.0,mm,deg,N,Nmm,W,195,2387,9.548,74,Tarcza|B0377,Tarcza|B0377,4,0,True,True,True,True,True,True,True
2017-02-20-B0377-S05-E02-T02.c3d,atletas\B0377\2017-02-20-B0377-S05\2017-02-20-B0377-S05-E02-T02.c3d,B0377,S05,E02,T02,250.0,mm,deg,N,Nmm,W,195,2250,9.0,74,Tarcza|B0377,Tarcza|B0377,4,0,True,True,True,True,True,True,True
2017-02-20-B0377-S05-E03-T01.c3d,atletas\B0377\2017-02-20-B0377-S05\2017-02-20-B0377-S05-E03-T01.c3d,B0377,S05,E03,T01,250.0,mm,deg,N,Nmm,W,382,2828,11.312,25,B0378|B0377,B0378|B0377,0,0,True,True,True,True,True,True,True
2017-02-20-B0377-S05-E03-T02.c3d,atletas\B0377\2017-02-20-B0377-S05\2017-02-20-B0377-S05-E03-T02.c3d,B0377,S05,E03,T02,250.0,mm,deg,N,Nmm,W,382,2430,9.72,25,B0378|B0377,B0378|B0377,0,0,True,True,True,True,True,True,True
2017-02-20-B0377-S05-E04-T01.c3d,atletas\B0377\2017-02-20-B0377-S05\2017-02-20-B0377-S05-E04-T01.c3d,B0377,S05,E04,T01,250.0,mm,deg,N,Nmm,W,382,2856,11.424,25,B0377|B0376,B0377|B0376,0,0,True,True,True,True,True,True,True
2017-02-20-B0377-S05-E04-T02.c3d,atletas\B0377\2017-02-20-B0377-S05\2017-02-20-B0377-S05-E04-T02.c3d,B0377,S05,E04,T02,250.0,mm,deg,N,Nmm,W,382,2539,10.156,25,B0377|B0376,B0377|B0376,0,0,True,True,True,True,True,True,True
2017-02-20-B0378-S01-E01-T01.c3d,atletas\B0378\2017-02-20-B0378-S01\2017-02-20-B0378-S01-E01-T01.c3d,B0378,S01,E01,T01,250.0,mm,deg,N,Nmm,W,191,2041,8.164,74,B0378,B0378,0,0,True,True,True,True,True,True,True
2017-02-20-B0378-S01-E01-T02.c3d,atletas\B0378\2017-02-20-B0378-S01\2017-02-20-B0378-S01-E01-T02.c3d,B0378,S01,E01,T02,250.0,mm,deg,N,Nmm,W,191,1873,7.492,74,B0378,B0378,0,0,True,True,True,True,True,True,True
2017-02-20-B0378-S01-E02-T01.c3d,atletas\B0378\2017-02-20-B0378-S01\2017-02-20-B0378-S01-E02-T01.c3d,B0378,S01,E02,T01,250.0,mm,deg,N,Nmm,W,195,1574,6.296,74,Tarcza|B0378,Tarcza|B0378,4,0,True,True,True,True,True,True,True
2017-02-20-B0378-S01-E02-T02.c3d,atletas\B0378\2017-02-20-B0378-S01\2017-02-20-B0378-S01-E02-T02.c3d,B0378,S01,E02,T02,250.0,mm,deg,N,Nmm,W,195,1731,6.924,74,Tarcza|B0378,Tarcza|B0378,4,0,True,True,True,True,True,True,True
2017-02-20-B0378-S01-E03-T01.c3d,atletas\B0378\2017-02-20-B0378-S01\2017-02-20-B0378-S01-E03-T01.c3d,B0378,S01,E03,T01,250.0,mm,deg,N,Nmm,W,382,2215,8.86,25,B0379|B0378,B0379|B0378,0,0,True,True,True,True,True,True,True
2017-02-20-B0378-S01-E03-T02.c3d,atletas\B0378\2017-02-20-B0378-S01\2017-02-20-B0378-S01-E03-T02.c3d,B0378,S01,E03,T02,250.0,mm,deg,N,Nmm,W,382,1897,7.588,25,B0379|B0378,B0379|B0378,0,0,True,True,True,True,True,True,True
2017-02-20-B0378-S01-E04-T01.c3d,atletas\B0378\2017-02-20-B0378-S01\2017-02-20-B0378-S01-E04-T01.c3d,B0378,S01,E04,T01,250.0,mm,deg,N,Nmm,W,382,2380,9.52,25,B0378|B0377,B0378|B0377,0,0,True,True,True,True,True,True,True
2017-02-20-B0378-S01-E04-T02.c3d,atletas\B0378\2017-02-20-B0378-S01\2017-02-20-B0378-S01-E04-T02.c3d,B0378,S01,E04,T02,250.0,mm,deg,N,Nmm,W,382,2132,8.528,25,B0378|B0377,B0378|B0377,0,0,True,True,True,True,True,True,True
2017-02-20-B0378-S02-E01-T01.c3d,atletas\B0378\2017-02-20-B0378-S02\2017-02-20-B0378-S02-E01-T01.c3d,B0378,S02,E01,T01,250.0,mm,deg,N,Nmm,W,191,1762,7.048,74,B0378,B0378,0,0,True,True,True,True,True,True,True
2017-02-20-B0378-S02-E01-T02.c3d,atletas\B0378\2017-02-20-B0378-S02\2017-02-20-B0378-S02-E01-T02.c3d,B0378,S02,E01,T02,250.0,mm,deg,N,Nmm,W,191,1777,7.108,74,B0378,B0378,0,0,True,True,True,True,True,True,True
2017-02-20-B0378-S02-E02-T01.c3d,atletas\B0378\2017-02-20-B0378-S02\2017-02-20-B0378-S02-E02-T01.c3d,B0378,S02,E02,T01,250.0,mm,deg,N,Nmm,W,195,1671,6.684,74,Tarcza|B0378,Tarcza|B0378,4,0,True,True,True,True,True,True,True
2017-02-20-B0378-S02-E02-T02.c3d,atletas\B0378\2017-02-20-B0378-S02\2017-02-20-B0378-S02-E02-T02.c3d,B0378,S02,E02,T02,250.0,mm,deg,N,Nmm,W,195,1665,6.66,74,Tarcza|B0378,Tarcza|B0378,4,0,True,True,True,True,True,True,True
2017-02-20-B0378-S02-E03-T01.c3d,atletas\B0378\2017-02-20-B0378-S02\2017-02-20-B0378-S02-E03-T01.c3d,B0378,S02,E03,T01,250.0,mm,deg,N,Nmm,W,382,1963,7.852,25,B0379|B0378,B0379|B0378,0,0,True,True,True,True,True,True,True
2017-02-20-B0378-S02-E03-T02.c3d,atletas\B0378\2017-02-20-B0378-S02\2017-02-20-B0378-S02-E03-T02.c3d,B0378,S02,E03,T02,250.0,mm,deg,N,Nmm,W,382,2632,10.528,25,B0379|B0378,B0379|B0378,0,0,True,True,True,True,True,True,True
2017-02-20-B0378-S02-E04-T01.c3d,atletas\B0378\2017-02-20-B0378-S02\2017-02-20-B0378-S02-E04-T01.c3d,B0378,S02,E04,T01,250.0,mm,deg,N,Nmm,W,382,2308,9.232,25,B0378|B0377,B0378|B0377,0,0,True,True,True,True,True,True,True
2017-02-20-B0378-S02-E04-T02.c3d,atletas\B0378\2017-02-20-B0378-S02\2017-02-20-B0378-S02-E04-T02.c3d,B0378,S02,E04,T02,250.0,mm,deg,N,Nmm,W,382,1872,7.488,25,B0378|B0377,B0378|B0377,0,0,True,True,True,True,True,True,True
2017-02-20-B0378-S03-E01-T01.c3d,atletas\B0378\2017-02-20-B0378-S03\2017-02-20-B0378-S03-E01-T01.c3d,B0378,S03,E01,T01,250.0,mm,deg,N,Nmm,W,191,1704,6.816,74,B0378,B0378,0,0,True,True,True,True,True,True,True
2017-02-20-B0378-S03-E01-T02.c3d,atletas\B0378\2017-02-20-B0378-S03\2017-02-20-B0378-S03-E01-T02.c3d,B0378,S03,E01,T02,250.0,mm,deg,N,Nmm,W,191,1510,6.04,74,B0378,B0378,0,0,True,True,True,True,True,True,True
2017-02-20-B0378-S03-E02-T01.c3d,atletas\B0378\2017-02-20-B0378-S03\2017-02-20-B0378-S03-E02-T01.c3d,B0378,S03,E02,T01,250.0,mm,deg,N,Nmm,W,195,1502,6.008,74,Tarcza|B0378,Tarcza|B0378,4,0,True,True,True,True,True,True,True
2017-02-20-B0378-S03-E02-T02.c3d,atletas\B0378\2017-02-20-B0378-S03\2017-02-20-B0378-S03-E02-T02.c3d,B0378,S03,E02,T02,250.0,mm,deg,N,Nmm,W,195,1660,6.64,74,Tarcza|B0378,Tarcza|B0378,4,0,True,True,True,True,True,True,True
2017-02-20-B0378-S03-E03-T01.c3d,atletas\B0378\2017-02-20-B0378-S03\2017-02-20-B0378-S03-E03-T01.c3d,B0378,S03,E03,T01,250.0,mm,deg,N,Nmm,W,382,1824,7.296,25,B0379|B0378,B0379|B0378,0,0,True,True,True,True,True,True,True
2017-02-20-B0378-S03-E03-T02.c3d,atletas\B0378\2017-02-20-B0378-S03\2017-02-20-B0378-S03-E03-T02.c3d,B0378,S03,E03,T02,250.0,mm,deg,N,Nmm,W,382,1704,6.816,25,B0379|B0378,B0379|B0378,0,0,True,True,True,True,True,True,True
2017-02-20-B0378-S03-E04-T01.c3d,atletas\B0378\2017-02-20-B0378-S03\2017-02-20-B0378-S03-E04-T01.c3d,B0378,S03,E04,T01,250.0,mm,deg,N,Nmm,W,382,2679,10.716,25,B0378|B0377,B0378|B0377,0,0,True,True,True,True,True,True,True
2017-02-20-B0378-S03-E04-T02.c3d,atletas\B0378\2017-02-20-B0378-S03\2017-02-20-B0378-S03-E04-T02.c3d,B0378,S03,E04,T02,250.0,mm,deg,N,Nmm,W,382,2260,9.04,25,B0378|B0377,B0378|B0377,0,0,True,True,True,True,True,True,True
2017-02-20-B0378-S04-E01-T01.c3d,atletas\B0378\2017-02-20-B0378-S04\2017-02-20-B0378-S04-E01-T01.c3d,B0378,S04,E01,T01,250.0,mm,deg,N,Nmm,W,191,2128,8.512,74,B0378,B0378,0,0,True,True,True,True,True,True,True
2017-02-20-B0378-S04-E01-T02.c3d,atletas\B0378\2017-02-20-B0378-S04\2017-02-20-B0378-S04-E01-T02.c3d,B0378,S04,E01,T02,250.0,mm,deg,N,Nmm,W,191,1504,6.016,74,B0378,B0378,0,0,True,True,True,True,True,True,True
2017-02-20-B0378-S04-E02-T01.c3d,atletas\B0378\2017-02-20-B0378-S04\2017-02-20-B0378-S04-E02-T01.c3d,B0378,S04,E02,T01,250.0,mm,deg,N,Nmm,W,195,3281,13.124,74,Tarcza|B0378,Tarcza|B0378,4,0,True,True,True,True,True,True,True
2017-02-20-B0378-S04-E02-T02.c3d,atletas\B0378\2017-02-20-B0378-S04\2017-02-20-B0378-S04-E02-T02.c3d,B0378,S04,E02,T02,250.0,mm,deg,N,Nmm,W,195,1541,6.164,74,Tarcza|B0378,Tarcza|B0378,4,0,True,True,True,True,True,True,True
2017-02-20-B0378-S04-E02-T03.c3d,atletas\B0378\2017-02-20-B0378-S04\2017-02-20-B0378-S04-E02-T03.c3d,B0378,S04,E02,T03,250.0,mm,deg,N,Nmm,W,195,1999,7.996,74,Tarcza|B0378,Tarcza|B0378,4,0,True,True,True,True,True,True,True
2017-02-20-B0378-S04-E03-T01.c3d,atletas\B0378\2017-02-20-B0378-S04\2017-02-20-B0378-S04-E03-T01.c3d,B0378,S04,E03,T01,250.0,mm,deg,N,Nmm,W,382,1981,7.924,25,B0379|B0378,B0379|B0378,0,0,True,True,True,True,True,True,True
2017-02-20-B0378-S04-E03-T02.c3d,atletas\B0378\2017-02-20-B0378-S04\2017-02-20-B0378-S04-E03-T02.c3d,B0378,S04,E03,T02,250.0,mm,deg,N,Nmm,W,382,1925,7.7,25,B0379|B0378,B0379|B0378,0,0,True,True,True,True,True,True,True
2017-02-20-B0378-S04-E04-T01.c3d,atletas\B0378\2017-02-20-B0378-S04\2017-02-20-B0378-S04-E04-T01.c3d,B0378,S04,E04,T01,250.0,mm,deg,N,Nmm,W,382,2269,9.076,25,B0378|B0377,B0378|B0377,0,0,True,True,True,True,True,True,True
2017-02-20-B0378-S04-E04-T02.c3d,atletas\B0378\2017-02-20-B0378-S04\2017-02-20-B0378-S04-E04-T02.c3d,B0378,S04,E04,T02,250.0,mm,deg,N,Nmm,W,382,2160,8.64,25,B0378|B0377,B0378|B0377,0,0,True,True,True,True,True,True,True
2017-02-20-B0378-S05-E01-T01.c3d,atletas\B0378\2017-02-20-B0378-S05\2017-02-20-B0378-S05-E01-T01.c3d,B0378,S05,E01,T01,250.0,mm,deg,N,Nmm,W,191,2238,8.952,74,B0378,B0378,0,0,True,True,True,True,True,True,True
2017-02-20-B0378-S05-E01-T02.c3d,atletas\B0378\2017-02-20-B0378-S05\2017-02-20-B0378-S05-E01-T02.c3d,B0378,S05,E01,T02,250.0,mm,deg,N,Nmm,W,191,2164,8.656,74,B0378,B0378,0,0,True,True,True,True,True,True,True
2017-02-20-B0378-S05-E02-T01.c3d,atletas\B0378\2017-02-20-B0378-S05\2017-02-20-B0378-S05-E02-T01.c3d,B0378,S05,E02,T01,250.0,mm,deg,N,Nmm,W,195,2226,8.904,74,Tarcza|B0378,Tarcza|B0378,4,0,True,True,True,True,True,True,True
2017-02-20-B0378-S05-E03-T01.c3d,atletas\B0378\2017-02-20-B0378-S05\2017-02-20-B0378-S05-E03-T01.c3d,B0378,S05,E03,T01,250.0,mm,deg,N,Nmm,W,382,2625,10.5,25,B0379|B0378,B0379|B0378,0,0,True,True,True,True,True,True,True
2017-02-20-B0378-S05-E03-T02.c3d,atletas\B0378\2017-02-20-B0378-S05\2017-02-20-B0378-S05-E03-T02.c3d,B0378,S05,E03,T02,250.0,mm,deg,N,Nmm,W,382,2157,8.628,25,B0379|B0378,B0379|B0378,0,0,True,True,True,True,True,True,True
2017-02-20-B0378-S05-E04-T01.c3d,atletas\B0378\2017-02-20-B0378-S05\2017-02-20-B0378-S05-E04-T01.c3d,B0378,S05,E04,T01,250.0,mm,deg,N,Nmm,W,382,2828,11.312,25,B0378|B0377,B0378|B0377,0,0,True,True,True,True,True,True,True
2017-02-20-B0378-S05-E04-T02.c3d,atletas\B0378\2017-02-20-B0378-S05\2017-02-20-B0378-S05-E04-T02.c3d,B0378,S05,E04,T02,250.0,mm,deg,N,Nmm,W,382,2430,9.72,25,B0378|B0377,B0378|B0377,0,0,True,True,True,True,True,True,True
2017-02-20-B0379-S01-E01-T01.c3d,atletas\B0379\2017-02-20-B0379-S01\2017-02-20-B0379-S01-E01-T01.c3d,B0379,S01,E01,T01,250.0,mm,deg,N,Nmm,W,191,2161,8.644,74,B0379,B0379,0,0,True,True,True,True,True,True,True
2017-02-20-B0379-S01-E01-T02.c3d,atletas\B0379\2017-02-20-B0379-S01\2017-02-20-B0379-S01-E01-T02.c3d,B0379,S01,E01,T02,250.0,mm,deg,N,Nmm,W,191,1498,5.992,74,B0379,B0379,0,0,True,True,True,True,True,True,True
2017-02-20-B0379-S01-E02-T01.c3d,atletas\B0379\2017-02-20-B0379-S01\2017-02-20-B0379-S01-E02-T01.c3d,B0379,S01,E02,T01,250.0,mm,deg,N,Nmm,W,195,4051,16.204,74,Tarcza|B0379,Tarcza|B0379,4,0,True,True,True,True,True,True,True
