file_name,source_path,athlete_id,technique,condition,trial,sampling_rate_hz,units_position,units_angle,units_force,units_moment,units_power,number_of_points,number_of_frames,duration_s,number_of_derived_variables,subject_ids,subject_prefixes,tarcza_marker_count,analog_used,signal_avail_RFIN,signal_avail_RTOE,signal_avail_LTOE,signal_avail_RANK,signal_avail_LANK,signal_avail_RHEE,signal_avail_LHEE
2017-03-03-B0386-S03-E02-T02.c3d,atletas\B0386\2017-03-03-B0386-S03\2017-03-03-B0386-S03-E02-T02.c3d,B0386,S03,E02,T02,250.0,mm,deg,N,Nmm,W,195,1807,7.228,74,Tarcza|B0386,Tarcza|B0386,4,0,True,True,True,True,True,True,True
2017-03-03-B0386-S03-E03-T01.c3d,atletas\B0386\2017-03-03-B0386-S03\2017-03-03-B0386-S03-E03-T01.c3d,B0386,S03,E03,T01,250.0,mm,deg,N,Nmm,W,382,1682,6.728,25,B0386|B0385,B0386|B0385,0,0,True,True,True,True,True,True,True
2017-03-03-B0386-S03-E03-T02.c3d,atletas\B0386\2017-03-03-B0386-S03\2017-03-03-B0386-S03-E03-T02.c3d,B0386,S03,E03,T02,250.0,mm,deg,N,Nmm,W,382,1808,7.232,25,B0386|B0385,B0386|B0385,0,0,True,True,True,True,True,True,True
2017-03-03-B0386-S03-E04-T01.c3d,atletas\B0386\2017-03-03-B0386-S03\2017-03-03-B0386-S03-E04-T01.c3d,B0386,S03,E04,T01,250.0,mm,deg,N,Nmm,W,382,2779,11.116,25,B0387|B0386,B0387|B0386,0,0,True,True,True,True,True,True,True
2017-03-03-B0386-S03-E04-T02.c3d,atletas\B0386\2017-03-03-B0386-S03\2017-03-03-B0386-S03-E04-T02.c3d,B0386,S03,E04,T02,250.0,mm,deg,N,Nmm,W,382,2649,10.596,25,B0387|B0386,B0387|B0386,0,0,True,True,True,True,True,True,True
2017-03-03-B0386-S04-E01-T01.c3d,atletas\B0386\2017-03-03-B0386-S04\2017-03-03-B0386-S04-E01-T01.c3d,B0386,S04,E01,T01,250.0,mm,deg,N,Nmm,W,191,2388,9.552,74,B0386,B0386,0,0,True,True,True,True,True,True,True
2017-03-03-B0386-S04-E01-T02.c3d,atletas\B0386\2017-03-03-B0386-S04\2017-03-03-B0386-S04-E01-T02.c3d,B0386,S04,E01,T02,250.0,mm,deg,N,Nmm,W,191,2057,8.228,74,B0386,B0386,0,0,True,True,True,True,True,True,True
2017-03-03-B0386-S04-E02-T01.c3d,atletas\B0386\2017-03-03-B0386-S04\2017-03-03-B0386-S04-E02-T01.c3d,B0386,S04,E02,T01,250.0,mm,deg,N,Nmm,W,195,2045,8.18,74,Tarcza|B0386,Tarcza|B0386,4,0,True,True,True,True,True,True,True
2017-03-03-B0386-S04-E02-T02.c3d,atletas\B0386\2017-03-03-B0386-S04\2017-03-03-B0386-S04-E02-T02.c3d,B0386,S04,E02,T02,250.0,mm,deg,N,Nmm,W,195,2294,9.176,74,Tarcza|B0386,Tarcza|B0386,4,0,True,True,True,True,True,True,True
2017-03-03-B0386-S04-E03-T01.c3d,atletas\B0386\2017-03-03-B0386-S04\2017-03-03-B0386-S04-E03-T01.c3d,B0386,S04,E03,T01,250.0,mm,deg,N,Nmm,W,382,1997,7.988,25,B0386|B0385,B0386|B0385,0,0,True,True,True,True,True,True,True
2017-03-03-B0386-S04-E03-T02.c3d,atletas\B0386\2017-03-03-B0386-S04\2017-03-03-B0386-S04-E03-T02.c3d,B0386,S04,E03,T02,250.0,mm,deg,N,Nmm,W,382,2058,8.232,25,B0386|B0385,B0386|B0385,0,0,True,True,True,True,True,True,True
2017-03-03-B0386-S04-E03-T03.c3d,atletas\B0386\2017-03-03-B0386-S04\2017-03-03-B0386-S04-E03-T03.c3d,B0386,S04,E03,T03,250.0,mm,deg,N,Nmm,W,382,1656,6.624,25,B0386|B0385,B0386|B0385,0,0,True,True,True,True,True,True,True
2017-03-03-B0386-S04-E04-T01.c3d,atletas\B0386\2017-03-03-B0386-S04\2017-03-03-B0386-S04-E04-T01.c3d,B0386,S04,E04,T01,250.0,mm,deg,N,Nmm,W,382,2881,11.524,25,B0387|B0386,B0387|B0386,0,0,True,True,True,True,True,True,True
2017-03-03-B0386-S04-E04-T02.c3d,atletas\B0386\2017-03-03-B0386-S04\2017-03-03-B0386-S04-E04-T02.c3d,B0386,S04,E04,T02,250.0,mm,deg,N,Nmm,W,382,2608,10.432,25,B0387|B0386,B0387|B0386,0,0,True,True,True,True,True,True,True
2017-03-03-B0386-S05-E01-T01.c3d,atletas\B0386\2017-03-03-B0386-S05\2017-03-03-B0386-S05-E01-T01.c3d,B0386,S05,E01,T01,250.0,mm,deg,N,Nmm,W,191,2278,9.112,74,B0386,B0386,0,0,True,True,True,True,True,True,True
2017-03-03-B0386-S05-E01-T02.c3d,atletas\B0386\2017-03-03-B0386-S05\2017-03-03-B0386-S05-E01-T02.c3d,B0386,S05,E01,T02,250.0,mm,deg,N,Nmm,W,191,2201,8.804,74,B0386,B0386,0,0,True,True,True,True,True,True,True
2017-03-03-B0386-S05-E02-T01.c3d,atletas\B0386\2017-03-03-B0386-S05\2017-03-03-B0386-S05-E02-T01.c3d,B0386,S05,E02,T01,250.0,mm,deg,N,Nmm,W,195,2657,10.628,74,Tarcza|B0386,Tarcza|B0386,4,0,True,True,True,True,True,True,True
2017-03-03-B0386-S05-E02-T02.c3d,atletas\B0386\2017-03-03-B0386-S05\2017-03-03-B0386-S05-E02-T02.c3d,B0386,S05,E02,T02,250.0,mm,deg,N,Nmm,W,195,2629,10.516,74,Tarcza|B0386,Tarcza|B0386,4,0,True,True,True,True,True,True,True
2017-03-03-B0386-S05-E03-T01.c3d,atletas\B0386\2017-03-03-B0386-S05\2017-03-03-B0386-S05-E03-T01.c3d,B0386,S05,E03,T01,250.0,mm,deg,N,Nmm,W,382,2708,10.832,25,B0386|B0385,B0386|B0385,0,0,True,True,True,True,True,True,True
2017-03-03-B0386-S05-E03-T02.c3d,atletas\B0386\2017-03-03-B0386-S05\2017-03-03-B0386-S05-E03-T02.c3d,B0386,S05,E03,T02,250.0,mm,deg,N,Nmm,W,382,2972,11.888,25,B0386|B0385,B0386|B0385,0,0,True,True,True,True,True,True,True
2017-03-03-B0386-S05-E04-T01.c3d,atletas\B0386\2017-03-03-B0386-S05\2017-03-03-B0386-S05-E04-T01.c3d,B0386,S05,E04,T01,250.0,mm,deg,N,Nmm,W,382,2951,11.804,25,B0387|B0386,B0387|B0386,0,0,True,True,True,True,True,True,True
2017-03-03-B0386-S05-E04-T02.c3d,atletas\B0386\2017-03-03-B0386-S05\2017-03-03-B0386-S05-E04-T02.c3d,B0386,S05,E04,T02,250.0,mm,deg,N,Nmm,W,382,3325,13.3,25,B0387|B0386,B0387|B0386,0,0,True,True,True,True,True,True,True
2017-03-03-B0387-S01-E01-T01.c3d,atletas\B0387\2017-03-03-B0387-S01\2017-03-03-B0387-S01-E01-T01.c3d,B0387,S01,E01,T01,250.0,mm,deg,N,Nmm,W,191,2193,8.772,74,B0387,B0387,0,0,True,True,True,True,True,True,True
2017-03-03-B0387-S01-E01-T02.c3d,atletas\B0387\2017-03-03-B0387-S01\2017-03-03-B0387-S01-E01-T02.c3d,B0387,S01,E01,T02,250.0,mm,deg,N,Nmm,W,191,2232,8.928,74,B0387,B0387,0,0,True,True,True,True,True,True,True
2017-03-03-B0387-S01-E02-T01.c3d,atletas\B0387\2017-03-03-B0387-S01\2017-03-03-B0387-S01-E02-T01.c3d,B0387,S01,E02,T01,250.0,mm,deg,N,Nmm,W,195,1909,7.636,74,Tarcza|B0387,Tarcza|B0387,4,0,True,True,True,True,True,True,True
2017-03-03-B0387-S01-E02-T02.c3d,atletas\B0387\2017-03-03-B0387-S01\2017-03-03-B0387-S01-E02-T02.c3d,B0387,S01,E02,T02,250.0,mm,deg,N,Nmm,W,195,2018,8.072,74,Tarcza|B0387,Tarcza|B0387,4,0,True,True,True,True,True,True,True
2017-03-03-B0387-S01-E03-T01.c3d,atletas\B0387\2017-03-03-B0387-S01\2017-03-03-B0387-S01-E03-T01.c3d,B0387,S01,E03,T01,250.0,mm,deg,N,Nmm,W,382,3206,12.824,25,B0387|B0386,B0387|B0386,0,0,True,True,True,True,True,True,True
2017-03-03-B0387-S01-E03-T02.c3d,atletas\B0387\2017-03-03-B0387-S01\2017-03-03-B0387-S01-E03-T02.c3d,B0387,S01,E03,T02,250.0,mm,deg,N,Nmm,W,382,2314,9.256,25,B0387|B0386,B0387|B0386,0,0,True,True,True,True,True,True,True
2017-03-03-B0387-S01-E04-T01.c3d,atletas\B0387\2017-03-03-B0387-S01\2017-03-03-B0387-S01-E04-T01.c3d,B0387,S01,E04,T01,250.0,mm,deg,N,Nmm,W,382,2955,11.82,25,B0388|B0387,B0388|B0387,0,0,True,True,True,True,True,True,True
2017-03-03-B0387-S01-E04-T02.c3d,atletas\B0387\2017-03-03-B0387-S01\2017-03-03-B0387-S01-E04-T02.c3d,B0387,S01,E04,T02,250.0,mm,deg,N,Nmm,W,382,2360,9.44,25,B0388|B0387,B0388|B0387,0,0,True,True,True,True,True,True,True
2017-03-03-B0387-S02-E01-T01.c3d,atletas\B0387\2017-03-03-B0387-S02\2017-03-03-B0387-S02-E01-T01.c3d,B0387,S02,E01,T01,250.0,mm,deg,N,Nmm,W,191,2451,9.804,74,B0387,B0387,0,0,True,True,True,True,True,True,True
2017-03-03-B0387-S02-E01-T02.c3d,atletas\B0387\2017-03-03-B0387-S02\2017-03-03-B0387-S02-E01-T02.c3d,B0387,S02,E01,T02,250.0,mm,deg,N,Nmm,W,191,2248,8.992,74,B0387,B0387,0,0,True,True,True,True,True,True,True
2017-03-03-B0387-S02-E02-T01.c3d,atletas\B0387\2017-03-03-B0387-S02\2017-03-03-B0387-S02-E02-T01.c3d,B0387,S02,E02,T01,250.0,mm,deg,N,Nmm,W,195,2442,9.768,74,Tarcza|B0387,Tarcza|B0387,4,0,True,True,True,True,True,True,True
2017-03-03-B0387-S02-E02-T02.c3d,atletas\B0387\2017-03-03-B0387-S02\2017-03-03-B0387-S02-E02-T02.c3d,B0387,S02,E02,T02,250.0,mm,deg,N,Nmm,W,195,2203,8.812,74,Tarcza|B0387,Tarcza|B0387,4,0,True,True,True,True,True,True,True
2017-03-03-B0387-S02-E03-T01.c3d,atletas\B0387\2017-03-03-B0387-S02\2017-03-03-B0387-S02-E03-T01.c3d,B0387,S02,E03,T01,250.0,mm,deg,N,Nmm,W,382,2810,11.24,25,B0387|B0386,B0387|B0386,0,0,True,True,True,True,True,True,True
2017-03-03-B0387-S02-E03-T02.c3d,atletas\B0387\2017-03-03-B0387-S02\2017-03-03-B0387-S02-E03-T02.c3d,B0387,S02,E03,T02,250.0,mm,deg,N,Nmm,W,382,2853,11.412,25,B0387|B0386,B0387|B0386,0,0,True,True,True,True,True,True,True
2017-03-03-B0387-S02-E04-T01.c3d,atletas\B0387\2017-03-03-B0387-S02\2017-03-03-B0387-S02-E04-T01.c3d,B0387,S02,E04,T01,250.0,mm,deg,N,Nmm,W,382,2200,8.8,25,B0388|B0387,B0388|B0387,0,0,True,True,True,True,True,True,True
2017-03-03-B0387-S02-E04-T02.c3d,atletas\B0387\2017-03-03-B0387-S02\2017-03-03-B0387-S02-E04-T02.c3d,B0387,S02,E04,T02,250.0,mm,deg,N,Nmm,W,382,2195,8.78,25,B0388|B0387,B0388|B0387,0,0,True,True,True,True,True,True,True
2017-03-03-B0387-S03-E01-T01.c3d,atletas\B0387\2017-03-03-B0387-S03\2017-03-03-B0387-S03-E01-T01.c3d,B0387,S03,E01,T01,250.0,mm,deg,N,Nmm,W,191,2355,9.42,74,B0387,B0387,0,0,True,True,True,True,True,True,True
2017-03-03-B0387-S03-E01-T02.c3d,atletas\B0387\2017-03-03-B0387-S03\2017-03-03-B0387-S03-E01-T02.c3d,B0387,S03,E01,T02,250.0,mm,deg,N,Nmm,W,191,2187,8.748,74,B0387,B0387,0,0,True,True,True,True,True,True,True
2017-03-03-B0387-S03-E02-T01.c3d,atletas\B0387\2017-03-03-B0387-S03\2017-03-03-B0387-S03-E02-T01.c3d,B0387,S03,E02,T01,250.0,mm,deg,N,Nmm,W,195,2272,9.088,74,Tarcza|B0387,Tarcza|B0387,4,0,True,True,True,True,True,True,True
2017-03-03-B0387-S03-E02-T02.c3d,atletas\B0387\2017-03-03-B0387-S03\2017-03-03-B0387-S03-E02-T02.c3d,B0387,S03,E02,T02,250.0,mm,deg,N,Nmm,W,195,2661,10.644,74,Tarcza|B0387,Tarcza|B0387,4,0,True,True,True,True,True,True,True
2017-03-03-B0387-S03-E03-T01.c3d,atletas\B0387\2017-03-03-B0387-S03\2017-03-03-B0387-S03-E03-T01.c3d,B0387,S03,E03,T01,250.0,mm,deg,N,Nmm,W,382,2779,11.116,25,B0387|B0386,B0387|B0386,0,0,True,True,True,True,True,True,True
2017-03-03-B0387-S03-E03-T02.c3d,atletas\B0387\2017-03-03-B0387-S03\2017-03-03-B0387-S03-E03-T02.c3d,B0387,S03,E03,T02,250.0,mm,deg,N,Nmm,W,382,2649,10.596,25,B0387|B0386,B0387|B0386,0,0,True,True,True,True,True,True,True
2017-03-03-B0387-S03-E04-T01.c3d,atletas\B0387\2017-03-03-B0387-S03\2017-03-03-B0387-S03-E04-T01.c3d,B0387,S03,E04,T01,250.0,mm,deg,N,Nmm,W,382,3171,12.684,25,B0388|B0387,B0388|B0387,0,0,True,True,True,True,True,True,True
2017-03-03-B0387-S03-E04-T02.c3d,atletas\B0387\2017-03-03-B0387-S03\2017-03-03-B0387-S03-E04-T02.c3d,B0387,S03,E04,T02,250.0,mm,deg,N,Nmm,W,382,2495,9.98,25,B0388|B0387,B0388|B0387,0,0,True,True,True,True,True,True,True
2017-03-03-B0387-S04-E01-T01.c3d,atletas\B0387\2017-03-03-B0387-S04\2017-03-03-B0387-S04-E01-T01.c3d,B0387,S04,E01,T01,250.0,mm,deg,N,Nmm,W,191,2507,10.028,74,B0387,B0387,0,0,True,True,True,True,True,True,True
2017-03-03-B0387-S04-E01-T02.c3d,atletas\B0387\2017-03-03-B0387-S04\2017-03-03-B0387-S04-E01-T02.c3d,B0387,S04,E01,T02,250.0,mm,deg,N,Nmm,W,191,2267,9.068,74,B0387,B0387,0,0,True,True,True,True,True,True,True
2017-03-03-B0387-S04-E02-T01.c3d,atletas\B0387\2017-03-03-B0387-S04\2017-03-03-B0387-S04-E02-T01.c3d,B0387,S04,E02,T01,250.0,mm,deg,N,Nmm,W,195,2368,9.472,74,Tarcza|B0387,Tarcza|B0387,4,0,True,True,True,True,True,True,True
2017-03-03-B0387-S04-E02-T02.c3d,atletas\B0387\2017-03-03-B0387-S04\2017-03-03-B0387-S04-E02-T02.c3d,B0387,S04,E02,T02,250.0,mm,deg,N,Nmm,W,195,2243,8.972,74,Tarcza|B0387,Tarcza|B0387,4,0,True,True,True,True,True,True,True
2017-03-03-B0387-S04-E03-T01.c3d,atletas\B0387\2017-03-03-B0387-S04\2017-03-03-B0387-S04-E03-T01.c3d,B0387,S04,E03,T01,250.0,mm,deg,N,Nmm,W,382,2881,11.524,25,B0387|B0386,B0387|B0386,0,0,True,True,True,True,True,True,True
2017-03-03-B0387-S04-E03-T02.c3d,atletas\B0387\2017-03-03-B0387-S04\2017-03-03-B0387-S04-E03-T02.c3d,B0387,S04,E03,T02,250.0,mm,deg,N,Nmm,W,382,2608,10.432,25,B0387|B0386,B0387|B0386,0,0,True,True,True,True,True,True,True
2017-03-03-B0387-S04-E04-T01.c3d,atletas\B0387\2017-03-03-B0387-S04\2017-03-03-B0387-S04-E04-T01.c3d,B0387,S04,E04,T01,250.0,mm,deg,N,Nmm,W,382,2895,11.58,25,B0388|B0387,B0388|B0387,0,0,True,True,True,True,True,True,True
2017-03-03-B0387-S04-E04-T02.c3d,atletas\B0387\2017-03-03-B0387-S04\2017-03-03-B0387-S04-E04-T02.c3d,B0387,S04,E04,T02,250.0,mm,deg,N,Nmm,W,382,2849,11.396,25,B0388|B0387,B0388|B0387,0,0,True,True,True,True,True,True,True
2017-03-03-B0387-S05-E01-T01.c3d,atletas\B0387\2017-03-03-B0387-S05\2017-03-03-B0387-S05-E01-T01.c3d,B0387,S05,E01,T01,250.0,mm,deg,N,Nmm,W,191,2385,9.54,74,B0387,B0387,0,0,True,True,True,True,True,True,True
2017-03-03-B0387-S05-E01-T02.c3d,atletas\B0387\2017-03-03-B0387-S05\2017-03-03-B0387-S05-E01-T02.c3d,B0387,S05,E01,T02,250.0,mm,deg,N,Nmm,W,191,2266,9.064,74,B0387,B0387,0,0,True,True,True,True,True,True,True
2017-03-03-B0387-S05-E02-T01.c3d,atletas\B0387\2017-03-03-B0387-S05\2017-03-03-B0387-S05-E02-T01.c3d,B0387,S05,E02,T01,250.0,mm,deg,N,Nmm,W,195,2314,9.256,74,Tarcza|B0387,Tarcza|B0387,4,0,True,True,True,True,True,True,True
2017-03-03-B0387-S05-E02-T02.c3d,atletas\B0387\2017-03-03-B0387-S05\2017-03-03-B0387-S05-E02-T02.c3d,B0387,S05,E02,T02,250.0,mm,deg,N,Nmm,W,195,2612,10.448,74,Tarcza|B0387,Tarcza|B0387,4,0,True,True,True,True,True,True,True
2017-03-03-B0387-S05-E03-T01.c3d,atletas\B0387\2017-03-03-B0387-S05\2017-03-03-B0387-S05-E03-T01.c3d,B0387,S05,E03,T01,250.0,mm,deg,N,Nmm,W,382,2951,11.804,25,B0387|B0386,B0387|B0386,0,0,True,True,True,True,True,True,True
2017-03-03-B0387-S05-E03-T02.c3d,atletas\B0387\2017-03-03-B0387-S05\2017-03-03-B0387-S05-E03-T02.c3d,B0387,S05,E03,T02,250.0,mm,deg,N,Nmm,W,382,3325,13.3,25,B0387|B0386,B0387|B0386,0,0,True,True,True,True,True,True,True
2017-03-03-B0387-S05-E04-T01.c3d,atletas\B0387\2017-03-03-B0387-S05\2017-03-03-B0387-S05-E04-T01.c3d,B0387,S05,E04,T01,250.0,mm,deg,N,Nmm,W,382,3408,13.632,25,B0388|B0387,B0388|B0387,0,0,True,True,True,True,True,True,True
2017-03-03-B0387-S05-E04-T02.c3d,atletas\B0387\2017-03-03-B0387-S05\2017-03-03-B0387-S05-E04-T02.c3d,B0387,S05,E04,T02,250.0,mm,deg,N,Nmm,W,382,2783,11.132,25,B0388|B0387,B0388|B0387,0,0,True,True,True,True,True,True,True
2017-03-03-B0388-S01-E01-T01.c3d,atletas\B0388\2017-03-03-B0388-S01\2017-03-03-B0388-S01-E01-T01.c3d,B0388,S01,E01,T01,250.0,mm,deg,N,Nmm,W,191,2539,10.156,74,B0388,B0388,0,0,True,True,True,True,True,True,True
2017-03-03-B0388-S01-E01-T02.c3d,atletas\B0388\2017-03-03-B0388-S01\2017-03-03-B0388-S01-E01-T02.c3d,B0388,S01,E01,T02,250.0,mm,deg,N,Nmm,W,191,2173,8.692,74,B0388,B0388,0,0,True,True,True,True,True,True,True
2017-03-03-B0388-S01-E02-T01.c3d,atletas\B0388\2017-03-03-B0388-S01\2017-03-03-B0388-S01-E02-T01.c3d,B0388,S01,E02,T01,250.0,mm,deg,N,Nmm,W,195,1891,7.564,74,Tarcza|B0388,Tarcza|B0388,4,0,True,True,True,True,True,True,True
2017-03-03-B0388-S01-E02-T02.c3d,atletas\B0388\2017-03-03-B0388-S01\2017-03-03-B0388-S01-E02-T02.c3d,B0388,S01,E02,T02,250.0,mm,deg,N,Nmm,W,195,1915,7.66,74,Tarcza|B0388,Tarcza|B0388,4,0,True,True,True,True,True,True,True
2017-03-03-B0388-S01-E03-T01.c3d,atletas\B0388\2017-03-03-B0388-S01\2017-03-03-B0388-S01-E03-T01.c3d,B0388,S01,E03,T01,250.0,mm,deg,N,Nmm,W,382,2955,11.82,25,B0388|B0387,B0388|B0387,0,0,True,True,True,True,True,True,True
2017-03-03-B0388-S01-E03-T02.c3d,atletas\B0388\2017-03-03-B0388-S01\2017-03-03-B0388-S01-E03-T02.c3d,B0388,S01,E03,T02,250.0,mm,deg,N,Nmm,W,382,2360,9.44,25,B0388|B0387,B0388|B0387,0,0,True,True,True,True,True,True,True
2017-03-03-B0388-S01-E03-T03.c3d,atletas\B0388\2017-03-03-B0388-S01\2017-03-03-B0388-S01-E03-T03.c3d,B0388,S01,E03,T03,250.0,mm,deg,N,Nmm,W,382,2247,8.988,25,B0389|B0388,B0389|B0388,0,0,True,True,True,True,True,True,True
2017-03-03-B0388-S01-E03-T04.c3d,atletas\B0388\2017-03-03-B0388-S01\2017-03-03-B0388-S01-E03-T04.c3d,B0388,S01,E03,T04,250.0,mm,deg,N,Nmm,W,382,1499,5.996,25,B0389|B0388,B0389|B0388,0,0,True,True,True,True,True,True,True
2017-03-03-B0388-S01-E04-T01.c3d,atletas\B0388\2017-03-03-B0388-S01\2017-03-03-B0388-S01-E04-T01.c3d,B0388,S01,E04,T01,250.0,mm,deg,N,Nmm,W,382,2150,8.6,25,B0389|B0388,B0389|B0388,0,0,True,True,True,True,True,True,True
2017-03-03-B0388-S01-E04-T02.c3d,atletas\B0388\2017-03-03-B0388-S01\2017-03-03-B0388-S01-E04-T02.c3d,B0388,S01,E04,T02,250.0,mm,deg,N,Nmm,W,382,2138,8.552,25,B0389|B0388,B0389|B0388,0,0,True,True,True,True,True,True,True
2017-03-03-B0388-S02-E01-T01.c3d,atletas\B0388\2017-03-03-B0388-S02\2017-03-03-B0388-S02-E01-T01.c3d,B0388,S02,E01,T01,250.0,mm,deg,N,Nmm,W,191,1887,7.548,74,B0388,B0388,0,0,True,True,True,True,True,True,True
2017-03-03-B0388-S02-E01-T02.c3d,atletas\B0388\2017-03-03-B0388-S02\2017-03-03-B0388-S02-E01-T02.c3d,B0388,S02,E01,T02,250.0,mm,deg,N,Nmm,W,191,1783,7.132,74,B0388,B0388,0,0,True,True,True,True,True,True,True
2017-03-03-B0388-S02-E02-T01.c3d,atletas\B0388\2017-03-03-B0388-S02\2017-03-03-B0388-S02-E02-T01.c3d,B0388,S02,E02,T01,250.0,mm,deg,N,Nmm,W,195,1805,7.22,74,Tarcza|B0388,Tarcza|B0388,4,0,True,True,True,True,True,True,True
2017-03-03-B0388-S02-E02-T02.c3d,atletas\B0388\2017-03-03-B0388-S02\2017-03-03-B0388-S02-E02-T02.c3d,B0388,S02,E02,T02,250.0,mm,deg,N,Nmm,W,195,1899,7.596,74,Tarcza|B0388,Tarcza|B0388,4,0,True,True,True,True,True,True,True
2017-03-03-B0388-S02-E03-T01.c3d,atletas\B0388\2017-03-03-B0388-S02\2017-03-03-B0388-S02-E03-T01.c3d,B0388,S02,E03,T01,250.0,mm,deg,N,Nmm,W,382,2200,8.8,25,B0388|B0387,B0388|B0387,0,0,True,True,True,True,True,True,True
2017-03-03-B0388-S02-E03-T02.c3d,atletas\B0388\2017-03-03-B0388-S02\2017-03-03-B0388-S02-E03-T02.c3d,B0388,S02,E03,T02,250.0,mm,deg,N,Nmm,W,382,2195,8.78,25,B0388|B0387,B0388|B0387,0,0,True,True,True,True,True,True,True
2017-03-03-B0388-S02-E03-T03.c3d,atletas\B0388\2017-03-03-B0388-S02\2017-03-03-B0388-S02-E03-T03.c3d,B0388,S02,E03,T03,250.0,mm,deg,N,Nmm,W,382,1952,7.808,25,B0389|B0388,B0389|B0388,0,0,True,True,True,True,True,True,True
2017-03-03-B0388-S02-E03-T04.c3d,atletas\B0388\2017-03-03-B0388-S02\2017-03-03-B0388-S02-E03-T04.c3d,B0388,S02,E03,T04,250.0,mm,deg,N,Nmm,W,382,1794,7.176,25,B0389|B0388,B0389|B0388,0,0,True,True,True,True,True,True,True
2017-03-03-B0388-S02-E04-T01.c3d,atletas\B0388\2017-03-03-B0388-S02\2017-03-03-B0388-S02-E04-T01.c3d,B0388,S02,E04,T01,250.0,mm,deg,N,Nmm,W,382,2152,8.608,25,B0389|B0388,B0389|B0388,0,0,True,True,True,True,True,True,True
2017-03-03-B0388-S02-E04-T02.c3d,atletas\B0388\2017-03-03-B0388-S02\2017-03-03-B0388-S02-E04-T02.c3d,B0388,S02,E04,T02,250.0,mm,deg,N,Nmm,W,382,1906,7.624,25,B0389|B0388,B0389|B0388,0,0,True,True,True,True,True,True,True
2017-03-03-B0388-S03-E01-T01.c3d,atletas\B0388\2017-03-03-B0388-S03\2017-03-03-B0388-S03-E01-T01.c3d,B0388,S03,E01,T01,250.0,mm,deg,N,Nmm,W,191,2369,9.476,74,B0388,B0388,0,0,True,True,True,True,True,True,True
2017-03-03-B0388-S03-E01-T02.c3d,atletas\B0388\2017-03-03-B0388-S03\2017-03-03-B0388-S03-E01-T02.c3d,B0388,S03,E01,T02,250.0,mm,deg,N,Nmm,W,191,2324,9.296,74,B0388,B0388,0,0,True,True,True,True,True,True,True
2017-03-03-B0388-S03-E02-T01.c3d,atletas\B0388\2017-03-03-B0388-S03\2017-03-03-B0388-S03-E02-T01.c3d,B0388,S03,E02,T01,250.0,mm,deg,N,Nmm,W,195,2024,8.096,74,Tarcza|B0388,Tarcza|B0388,4,0,True,True,True,True,True,True,True
2017-03-03-B0388-S03-E02-T02.c3d,atletas\B0388\2017-03-03-B0388-S03\2017-03-03-B0388-S03-E02-T02.c3d,B0388,S03,E02,T02,250.0,mm,deg,N,Nmm,W,195,1719,6.876,74,Tarcza|B0388,Tarcza|B0388,4,0,True,True,True,True,True,True,True
2017-03-03-B0388-S03-E03-T01.c3d,atletas\B0388\2017-03-03-B0388-S03\2017-03-03-B0388-S03-E03-T01.c3d,B0388,S03,E03,T01,250.0,mm,deg,N,Nmm,W,382,3171,12.684,25,B0388|B0387,B0388|B0387,0,0,True,True,True,True,True,True,True
2017-03-03-B0388-S03-E03-T02.c3d,atletas\B0388\2017-03-03-B0388-S03\2017-03-03-B0388-S03-E03-T02.c3d,B0388,S03,E03,T02,250.0,mm,deg,N,Nmm,W,382,2495,9.98,25,B0388|B0387,B0388|B0387,0,0,True,True,True,True,True,True,True
2017-03-03-B0388-S03-E03-T03.c3d,atletas\B0388\2017-03-03-B0388-S03\2017-03-03-B0388-S03-E03-T03.c3d,B0388,S03,E03,T03,250.0,mm,deg,N,Nmm,W,382,1982,7.928,25,B0389|B0388,B0389|B0388,0,0,True,True,True,True,True,True,True
2017-03-03-B0388-S03-E03-T04.c3d,atletas\B0388\2017-03-03-B0388-S03\2017-03-03-B0388-S03-E03-T04.c3d,B0388,S03,E03,T04,250.0,mm,deg,N,Nmm,W,382,2300,9.2,25,B0389|B0388,B0389|B0388,0,0,True,True,True,True,True,True,True
2017-03-03-B0388-S03-E04-T01.c3d,atletas\B0388\2017-03-03-B0388-S03\2017-03-03-B0388-S03-E04-T01.c3d,B0388,S03,E04,T01,250.0,mm,deg,N,Nmm,W,382,2167,8.668,25,B0389|B0388,B0389|B0388,0,0,True,True,True,True,True,True,True
2017-03-03-B0388-S03-E04-T02.c3d,atletas\B0388\2017-03-03-B0388-S03\2017-03-03-B0388-S03-E04-T02.c3d,B0388,S03,E04,T02,250.0,mm,deg,N,Nmm,W,382,2262,9.048,25,B0389|B0388,B0389|B0388,0,0,True,True,True,True,True,True,True
2017-03-03-B0388-S04-E01-T01.c3d,atletas\B0388\2017-03-03-B0388-S04\2017-03-03-B0388-S04-E01-T01.c3d,B0388,S04,E01,T01,250.0,mm,deg,N,Nmm,W,193,1986,7.944,74,B0388,B0388,0,0,True,True,True,True,True,True,True
2017-03-03-B0388-S04-E01-T02.c3d,atletas\B0388\2017-03-03-B0388-S04\2017-03-03-B0388-S04-E01-T02.c3d,B0388,S04,E01,T02,250.0,mm,deg,N,Nmm,W,191,2205,8.82,74,B0388,B0388,0,0,True,True,True,True,True,True,True
